sid,search,"splunk_server","_time","is_realtime",provenance,"event_count","exec_time","result_count","scan_count",status,"total_run_time","api_et","search_et","api_lt","search_lt","api_index_et","api_index_lt","savedsearch_name","adhoc_search_level","__mv_sid","__mv_search","__mv_splunk_server","__mv__time","__mv_is_realtime","__mv_provenance","__mv_event_count","__mv_exec_time","__mv_result_count","__mv_scan_count","__mv_status","__mv_total_run_time","__mv_api_et","__mv_search_et","__mv_api_lt","__mv_search_lt","__mv_api_index_et","__mv_api_index_lt","__mv_savedsearch_name","__mv_adhoc_search_level"
"admin__admin__search__search9_1751270852.119","search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie action=purchase status=200
| stats count","BEER-PC01","1751270852.266140",0,"UI:Dashboard:tutorialdata_final",10448,1751270853,1,10460,completed,"2.0300000000000002",,,,,"1833029933770.955","1833029933770.955",search9,"",,,,,,,,,,,,,,,,,,,,
"admin__admin__search__search11_1751270852.121","search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie action=purchase status=200
| stats count","BEER-PC01","1751270852.332466",0,"UI:Dashboard:tutorialdata_final",10448,1751270853,1,10460,completed,"2.339",,,,,"1833029933770.955","1833029933770.955",search11,"",,,,,,,,,,,,,,,,,,,,
"admin__admin__search__search14_1751270852.124","search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie
| top 1 clientip by date_wday
| eval dayIndex=case(date_wday==""sunday"",1,date_wday==""monday"",2,date_wday==""tuesday"",3,date_wday==""wednesday"",4,date_wday==""thursday"",5,date_wday==""friday"",6,date_wday==""saturday"",7)
| sort dayIndex
| fields - dayIndex","BEER-PC01","1751270852.766774",0,"UI:Dashboard:tutorialdata_final",79064,1751270854,7,79064,completed,"3.1390000000000002",,,,,"1833029933770.955","1833029933770.955",search14,"",,,,,,,,,,,,,,,,,,,,
"admin__admin__search__search1_1751270852.126","search source=""tutorialdata.zip:*"" clientip=*","BEER-PC01","1751270852.936212",0,"UI:Dashboard:tutorialdata_final",0,1751270856,0,0,canceled,"0.627",,,,,"1833029933770.955","1833029933770.955",search1,"",,,,,,,,,,,,,,,,,,,,
"admin__admin__search__search1_1751270852.127","search source=""tutorialdata.zip:*"" clientip=*","BEER-PC01","1751270852.993260",0,"UI:Dashboard:tutorialdata_final",79064,1751270856,40532,219728,completed,"8.366",,,,,"1833029933770.955","1833029933770.955",search1,"",,,,,,,,,,,,,,,,,,,,
"rt_md_1751270893.128","| metadata type=sourcetypes | search totalCount > 0","BEER-PC01","1751270893.060940",1,"UI:Search",0,1751270893,0,0,canceled,"20.566",,,,,,,,"",,,,,,,,,,,,,,,,,,,,
"1751270913.129","| tstats count where source=""C:\\ChicagoCrimes.csv"" host=""chicago_final_PC""","BEER-PC01","1751270913.777664",0,"UI:Search",0,1751270914,1,0,completed,"0.395","1751184000.000000000","1751184000.000000000","1751270913.000000000","1751270913.000000000",,,,smart,,,,,,,,,,,,,,,,,,,,
"1751270920.130","| tstats count where source=""C:\\ChicagoCrimes.csv""","BEER-PC01","1751270920.955330",0,"UI:Search",0,1751270921,1,0,completed,"0.47200000000000003","1751184000.000000000","1751184000.000000000","1751270920.000000000","1751270920.000000000",,,,smart,,,,,,,,,,,,,,,,,,,,
"1751270926.131","| tstats count where source=""C:\\ChicagoCrimes.csv"" host=""chicago_final_PC""","BEER-PC01","1751270926.300995",0,"UI:Search",0,1751270926,1,0,completed,"0.276","1751184000.000000000","1751184000.000000000","1751270926.000000000","1751270926.000000000",,,,smart,,,,,,,,,,,,,,,,,,,,
"1751270929.132","| tstats count where source=""C:\\ChicagoCrimes.csv"" host=""chicago_final_PC""","BEER-PC01","1751270929.634478",0,"UI:Search",8164199,1751270930,1,8164199,completed,"1.326",,,,,,,,smart,,,,,,,,,,,,,,,,,,,,
"1751270935.133","| tstats count where source=""C:\\ChicagoCrimes.csv"" host=""chicago_final_PC""","BEER-PC01","1751270935.917301",0,"UI:Search",8332329,1751270936,1,8332329,completed,"0.889",,,,,,,,smart,,,,,,,,,,,,,,,,,,,,
"1751270939.134","| tstats count where source=""C:\\ChicagoCrimes.csv"" host=""chicago_final_PC""","BEER-PC01","1751270939.466349",0,"UI:Search",8332329,1751270939,1,8332329,completed,"0.297",,,,,,,,smart,,,,,,,,,,,,,,,,,,,,
"1751270941.135","| tstats count where source=""C:\\ChicagoCrimes.csv"" host=""chicago_final_PC""","BEER-PC01","1751270941.333910",0,"UI:Search",8332329,1751270941,1,8332329,completed,"0.518",,,,,,,,smart,,,,,,,,,,,,,,,,,,,,
"1751270942.136","| tstats count where source=""C:\\ChicagoCrimes.csv"" host=""chicago_final_PC""","BEER-PC01","1751270942.730467",0,"UI:Search",8332329,1751270943,1,8332329,completed,"0.244",,,,,,,,smart,,,,,,,,,,,,,,,,,,,,
"1751270997.137","| tstats count as countcrime where source=""C:\\ChicagoCrimes.csv"" host=""chicago_final_PC"" by ""Primary Type"", ""Community Area""
| sort ""Community Area"", -countcrime
| dedup ""Community Area""
| rename ""Community Area"" as neighborhood  ""Primary Type"" as crime","BEER-PC01","1751270997.273095",0,"UI:Search",8332329,1751270997,78,8332329,completed,"2.122",,,,,,,,smart,,,,,,,,,,,,,,,,,,,,
"1751271077.140","| tstats count as countcrime where source=""C:\\ChicagoCrimes.csv"" host=""chicago_final_PC""""Community Area""=0","BEER-PC01","1751271077.804383",0,"UI:Search",76,1751271078,1,76,completed,"0.318",,,,,,,,smart,,,,,,,,,,,,,,,,,,,,
"1751271080.141","| tstats count as countcrime where source=""C:\\ChicagoCrimes.csv"" host=""chicago_final_PC"" ""Community Area""=0","BEER-PC01","1751271080.450799",0,"UI:Search",76,1751271080,1,76,completed,"0.312",,,,,,,,smart,,,,,,,,,,,,,,,,,,,,
"1751271091.142","| tstats count where source=""C:\\ChicagoCrimes.csv"" host=""chicago_final_PC"" ""Community Area""=0","BEER-PC01","1751271091.391270",0,"UI:Search",76,1751271091,1,76,completed,"0.274",,,,,,,,smart,,,,,,,,,,,,,,,,,,,,
"1751271143.143","| tstats count where source=""C:\\ChicagoCrimes.csv"" host=""chicago_final_PC"" ""Community Area""=1","BEER-PC01","1751271143.554828",0,"UI:Search",120012,1751271143,1,120012,completed,"0.787",,,,,,,,smart,,,,,,,,,,,,,,,,,,,,
"1751271146.144","| tstats count where source=""C:\\ChicagoCrimes.csv"" host=""chicago_final_PC"" ""Community Area""=2","BEER-PC01","1751271146.265870",0,"UI:Search",99708,1751271146,1,99708,completed,"0.372",,,,,,,,smart,,,,,,,,,,,,,,,,,,,,
"1751271148.145","| tstats count where source=""C:\\ChicagoCrimes.csv"" host=""chicago_final_PC"" ""Community Area""=4","BEER-PC01","1751271148.908296",0,"UI:Search",55705,1751271149,1,55705,completed,"0.29",,,,,,,,smart,,,,,,,,,,,,,,,,,,,,
"1751271150.146","| tstats count where source=""C:\\ChicagoCrimes.csv"" host=""chicago_final_PC"" ""Community Area""=5","BEER-PC01","1751271150.661131",0,"UI:Search",45264,1751271150,1,45264,completed,"0.29",,,,,,,,smart,,,,,,,,,,,,,,,,,,,,
"1751271157.147","| tstats count where source=""C:\\ChicagoCrimes.csv"" host=""chicago_final_PC"" ""Community Area""=NULL","BEER-PC01","1751271157.456876",0,"UI:Search",0,1751271157,1,0,completed,"0.34",,,,,,,,smart,,,,,,,,,,,,,,,,,,,,
"1751271161.148","| tstats count where source=""C:\\ChicagoCrimes.csv"" host=""chicago_final_PC"" ""Community Area""=0","BEER-PC01","1751271161.266308",0,"UI:Search",76,1751271161,1,76,completed,"0.362",,,,,,,,smart,,,,,,,,,,,,,,,,,,,,
"1751271231.149","| tstats count as countcrime where source=""C:\\ChicagoCrimes.csv"" host=""chicago_final_PC"" by ""Primary Type"", ""Community Area""
| sort ""Community Area"", -countcrime
| dedup ""Community Area""
| rename ""Community Area"" as neighborhood  ""Primary Type"" as crime","BEER-PC01","1751271231.938510",0,"UI:Search",8332329,1751271232,78,8332329,completed,"1.254",,,,,,,,smart,,,,,,,,,,,,,,,,,,,,
"1751271244.150","| tstats count as countcrime where source=""C:\\ChicagoCrimes.csv"" host=""chicago_final_PC"" by ""Primary Type"", ""Community Area""
| sort ""Community Area"", -countcrime
| dedup ""Community Area""
| search ""Community Area""!=0
| rename ""Community Area"" as neighborhood  ""Primary Type"" as crime","BEER-PC01","1751271244.894002",0,"UI:Search",8332329,1751271245,77,8332329,completed,"1.329",,,,,,,,smart,,,,,,,,,,,,,,,,,,,,
"admin__admin__search__search1_1751271276.151","| tstats count as countcrime where source=""C:\\ChicagoCrimes.csv"" host=""chicago_final_PC"" by ""Primary Type"", ""Community Area""
| sort ""Community Area"", -countcrime
| dedup ""Community Area""
| search ""Community Area""!=0
| rename ""Community Area"" as neighborhood  ""Primary Type"" as crime","BEER-PC01","1751271276.918993",0,"UI:Dashboard:chicago_crimes",8332329,1751271277,77,8332329,completed,"1.546",,,,,"1833029933770.955","1833029933770.955",search1,"",,,,,,,,,,,,,,,,,,,,
"1751271314.152","| tstats count as countcrime where source=""C:\\ChicagoCrimes.csv"" host=""chicago_final_PC"" by ""Primary Type"", ""Block""
| sort ""Community Area"", -countcrime
| dedup ""Community Area""
| search ""Community Area""!=0
| rename ""Community Area"" as neighborhood  ""Primary Type"" as crime","BEER-PC01","1751271314.085570",0,"UI:Search",8332329,1751271314,0,8332329,completed,"7.8790000000000004",,,,,,,,smart,,,,,,,,,,,,,,,,,,,,
"admin__admin__search__search2_1751271702.153","search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie action=purchase uri_path=""/cart/success.do"" status=200 
| stats first(req_time) first(itemId) first(other) as price by clientip","BEER-PC01","1751271702.193284",0,"UI:Dashboard:tutorialdata",4308,1751271702,182,4308,completed,"1.776",,,,,"1833029933770.955","1833029933770.955",search2,"",,,,,,,,,,,,,,,,,,,,
"admin__admin__search__search7_1751271702.158","search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie  
| transaction JSESSIONID mvlist=true
| eval indexSuccess=mvfind(file, ""success.do"")
| search indexSuccess=""*""
| eval timeSuccess=strptime(mvindex(req_time,indexSuccess), ""%d/%b/%Y:%H:%M:%S"") 
| eval timeLogin=strptime(mvindex(req_time,0), ""%d/%b/%Y:%H:%M:%S"") 
| eval timeToPurchase=timeSuccess-timeLogin
| stats min(timeToPurchase) as minPurchaseTime","BEER-PC01","1751271702.221903",0,"UI:Dashboard:tutorialdata",1610,1751271702,1,79064,completed,"2.9090000000000003",,,,,"1833029933770.955","1833029933770.955",search7,"",,,,,,,,,,,,,,,,,,,,
"admin__admin__search__search9_1751271702.160","search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie action=purchase status=200
| transaction JSESSIONID,itemId mvlist=true maxspan=10s endswith=""success.do"" maxevents=2
| search 
    [search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie action=purchase status=200
    | transaction JSESSIONID,itemId mvlist=true maxspan=10s endswith=""success.do""
    | eval catId=mvfilter(categoryId!=""NULL"")
    | top 1 catId
    | table catId
    | rename catId as categoryId]
| eval prodId=mvfilter(productId!=""NULL"")
| rename prodId as productId
| top 5 productId
| lookup prices.csv productId","BEER-PC01","1751271702.368527",0,"UI:Dashboard:tutorialdata",1338,1751271703,4,10460,completed,"2.232",,,,,"1833029933770.955","1833029933770.955",search9,"",,,,,,,,,,,,,,,,,,,,
"admin__admin__search__search15_1751271702.166","search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie 
| stats dc(productId) as numProducts
| eval countUnpurchesed=numProducts-[search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie action=purchase status=200
    | transaction JSESSIONID,itemId mvlist=true maxspan=10s endswith=""success.do"" maxevents=2
    | eval prodId=mvfilter(productId!=""NULL"") 
    | stats dc(prodId) as numPurchesed
    |  return $numPurchesed] 
|  table countUnpurchesed","BEER-PC01","1751271702.677414",0,"UI:Dashboard:tutorialdata",79064,1751271704,1,79064,completed,"1.803",,,,,"1833029933770.955","1833029933770.955",search15,"",,,,,,,,,,,,,,,,,,,,
"admin__admin__search__search6_1751271719.173","search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie action=purchase status=200
| transaction JSESSIONID,itemId mvlist=true maxspan=10s endswith=""success.do"" maxevents=2
| search 
    [search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie action=purchase status=200
    | transaction JSESSIONID,itemId mvlist=true maxspan=10s endswith=""success.do""
    | eval catId=mvfilter(categoryId!=""NULL"")
    | top 1 catId
    | table catId
    | rename catId as categoryId]
| eval prodId=mvfilter(productId!=""NULL"")
| rename prodId as productId
| top 5 productId
| lookup prices.csv productId","BEER-PC01","1751271719.474939",0,"UI:Dashboard:tutorialdata_final",1338,1751271720,4,10460,completed,"2.348",,,,,"1833029933770.955","1833029933770.955",search6,"",,,,,,,,,,,,,,,,,,,,
"admin__admin__search__search8_1751271719.175","search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie action=purchase uri_path=""/cart/success.do"" status=200
| streamstats window=2 min(_time) as prevTime max(_time) as purchaseTime
| eval maxSecsDiffBetweenPurchases=purchaseTime-prevTime
| stats max(maxSecsDiffBetweenPurchases)","BEER-PC01","1751271719.832308",0,"UI:Dashboard:tutorialdata_final",4308,1751271721,1,4308,completed,"1.254",,,,,"1833029933770.955","1833029933770.955",search8,"",,,,,,,,,,,,,,,,,,,,
"admin__admin__search__search13_1751271719.180","search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie action=""purchase""
    [search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie status=200 
    | dedup clientip 
    |  table clientip]
| transaction JSESSIONID,itemId mvlist=true maxspan=10s endswith=""success.do"" maxevents=2
| eval prodId=mvfilter(productId!=""NULL"")
| stats count as countOfPurchases dc(prodId) by clientip","BEER-PC01","1751271719.868528",0,"UI:Dashboard:tutorialdata_final",4308,1751271721,182,11474,completed,"4.041",,,,,"1833029933770.955","1833029933770.955",search13,"",,,,,,,,,,,,,,,,,,,,
"admin__admin__search__search14_1751271720.181","search source=""tutorialdata.zip:*"" sourcetype=access_combined_wcookie
| top 1 clientip by date_wday
| eval dayIndex=case(date_wday==""sunday"",1,date_wday==""monday"",2,date_wday==""tuesday"",3,date_wday==""wednesday"",4,date_wday==""thursday"",5,date_wday==""friday"",6,date_wday==""saturday"",7)
| sort dayIndex
| fields - dayIndex","BEER-PC01","1751271720.195810",0,"UI:Dashboard:tutorialdata_final",79064,1751271721,7,79064,completed,"1.8780000000000001",,,,,"1833029933770.955","1833029933770.955",search14,"",,,,,,,,,,,,,,,,,,,,
"admin__admin__search__search1_1751271720.183","search source=""tutorialdata.zip:*"" clientip=*","BEER-PC01","1751271720.233467",0,"UI:Dashboard:tutorialdata_final",0,1751271721,0,0,canceled,"0.5650000000000001",,,,,"1833029933770.955","1833029933770.955",search1,"",,,,,,,,,,,,,,,,,,,,
"admin__admin__search__search1_1751271720.184","search source=""tutorialdata.zip:*"" clientip=*","BEER-PC01","1751271720.353427",0,"UI:Dashboard:tutorialdata_final",79064,1751271722,40532,219728,completed,"4.651",,,,,"1833029933770.955","1833029933770.955",search1,"",,,,,,,,,,,,,,,,,,,,
"1751271874.185","| tstats count where source=""C:\\ChicagoCrimes.csv"" host=""chicago_final_PC"" ""Community Area""=0","BEER-PC01","1751271874.870365",0,"UI:Search",76,1751271875,1,76,completed,"0.309",,,,,,,,smart,,,,,,,,,,,,,,,,,,,,
"1751271892.186","| tstats count where source=""C:\\ChicagoCrimes.csv"" host=""chicago_final_PC"" by ""Community Area""","BEER-PC01","1751271892.737598",0,"UI:Search",8332329,1751271893,78,8332329,completed,"0.465",,,,,,,,smart,,,,,,,,,,,,,,,,,,,,
"admin__admin__search__search1_1751272160.190","| tstats count as countcrime where source=""C:\\ChicagoCrimes.csv"" host=""chicago_final_PC"" by ""Primary Type"", ""Community Area""
| sort ""Community Area"", -countcrime
| dedup ""Community Area""
| rename ""Community Area"" as neighborhood  ""Primary Type"" as crime","BEER-PC01","1751272160.892852",0,"UI:Dashboard:chicago_crimes",8332329,1751272161,78,8332329,completed,"1.305",,,,,"1833029933770.955","1833029933770.955",search1,"",,,,,,,,,,,,,,,,,,,,
"1751272228.191","| tstats count as countcrime where source=""C:\\ChicagoCrimes.csv"" host=""chicago_final_PC"" by ""Primary Type"", Block
| sort Block, -countcrime
| dedup Block
| rename ""Primary Type"" as crime","BEER-PC01","1751272228.568006",0,"UI:Search",8332329,1751272228,1238,8332329,completed,"7.284",,,,,,,,smart,,,,,,,,,,,,,,,,,,,,
"admin__admin__search__search2_1751272290.192","| tstats count as countcrime where source=""C:\\ChicagoCrimes.csv"" host=""chicago_final_PC"" by ""Primary Type"", Block
| sort Block, -countcrime
| dedup Block
| rename ""Primary Type"" as crime","BEER-PC01","1751272290.219446",0,"UI:Dashboard:chicago_crimes",8332329,1751272290,1238,8332329,completed,"7.87",,,,,"1833029933770.955","1833029933770.955",search2,"",,,,,,,,,,,,,,,,,,,,
"1751272392.193","| tstats values(date) as time values(""Primary Type"") as crimetype values(""Community Area"") as nei where source=""C:\\Users\\Administrator\\Downloads\\tocomp\\tocomp\\Crimes_-_2001_to_Present_20250611.csv"" by ID
| eval timestamp=strptime(time, ""%m/%d/%Y %I:%M:%S %p"")
| sort 0 timestamp
| sort 0 nei
| streamstats first(crimetype) as crime1 last(crimetype) as crime2 window=2 by nei
| eval crimes = crime1 + ""--->"" + crime2
| top 1 crimes by nei
| sort nei","BEER-PC01","1751272392.803011",0,"UI:Search",0,1751272393,0,0,completed,"0.249",,,,,,,,smart,,,,,,,,,,,,,,,,,,,,
"1751272399.194","| tstats values(date) as time values(""Primary Type"") as crimetype values(""Community Area"") as nei where source=""C:\\Users\\Administrator\\Downloads\\tocomp\\tocomp\\Crimes_-_2001_to_Present_20250611.csv"" by ID
| eval timestamp=strptime(time, ""%m/%d/%Y %I:%M:%S %p"")
| sort 0 timestamp
| sort 0 nei
| streamstats first(crimetype) as crime1 last(crimetype) as crime2 window=2 by nei
| eval crimes = crime1 + ""--->"" + crime2
| top 1 crimes by nei
| sort nei","BEER-PC01","1751272399.787242",0,"UI:Search",0,1751272400,0,0,completed,"0.772",,,,,,,,smart,,,,,,,,,,,,,,,,,,,,
